skuCode,name,brand,businessCategory,functionCategory,productKind,classificationStatus,classificationMethod,seriesId,seriesMatch,reviewRequired,reviewReasons,legacyProductType,legacyMainCategory,legacyCategory
DSD-OA4-50,Matchmaker Opaque A4/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OB1-50,Matchmaker Opaque B1/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OB2-50,Matchmaker Opaque B2/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OB3-50,Matchmaker Opaque B3/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OB4-50,Matchmaker Opaque B4/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OC1-50,Matchmaker Opaque C1/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OC2-50,Matchmaker Opaque C2/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OC3-15,Occlusal OC3 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OC3-50,Matchmaker Opaque C3/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OC4-15,Matchmaker OC4 Amber /15g,Davis Schottlander,lab-production,wax-pressing-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,蠟 / 壓鑄材
DSD-OC4-50,Matchmaker Opaque C4/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OD2-50,Matchmaker Opaque D2/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OD3-50,Matchmaker Opaque D3/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OD31-15,MM OPA Body 加強色 OD31/15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OD32-15,MM OPA Body 加強色 OD32/15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OD33-15,MM OPA Body 加強色 OD33/15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OD34-15,MM OPA Body 加強色 OD34/15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OD35-15,MM OPA Body 加強色 OD35/15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OD36-15,MM OPA Body 加強色 OD36/15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OD37-15,MM OPA Body 加強色 OD37/15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OD4-50,Matchmaker Opaque D4/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OL8-15,Matchmaker MC Opal OL8/15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OL9-15,Matchmaker MC Opal OL9/15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-OPAL-Neutral,Opal OPAL Neutralk 蛋青加強色(50g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-OPAL-OL10,Opal Luster OL10 蛋青加強色(15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-OPAL-OL7,Opal Luster OL7 蛋青加強色(15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-OPAL-OL8,Opal Luster OL8 蛋青加強色(15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-OPAL-OL9,Opal Luster OL9 蛋青加強色(15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-PRO-1,Propaque Paste Blosson (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OA1,Propaque Paste A1 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OA2,Propaque Paste A2 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OA3,Propaque Paste A3 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OA3.5,Propaque Paste A3.5 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OA4,Propaque Paste A4 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OB1,Propaque Paste B1 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OB2,Propaque Paste B2 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OB3,Propaque Paste B3 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OB4,Propaque Paste B4 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OC1,Propaque Paste C1 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OC2,Propaque Paste C2 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OC3,Propaque Paste C3 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OC4,Propaque Paste C4 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OD2,Propaque Paste D2 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OD3,Propaque Paste D3 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-PRO-OD4,Propaque Paste D4 (3.2g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-SA2-15,Matchmaker Shoulder A2 /15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-SA3-15,Matchmaker Shoulder A3 /15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-SA3.5-15,Matchmaker Shoulder A3.5 /15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-SA4-15,Matchmaker Shoulder A4 /15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-SB3-15,Matchmaker Shoulder B3 /15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-SC2-15,Matchmaker Shoulder C2 /15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-SD3-15,Matchmaker Shoulder D3 /15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-STAIN-0086,Matchmaker Stain Kit,Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-01,Matchmaker Stain 01 (White),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-02,Matchmaker Stain 02 (Yellow),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-03,Matchmaker Stain 03 (Peach),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-04,Matchmaker Stain 04 (Orange Brown),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-05,Matchmaker Stain 05 (Dark Brown),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-06,Matchmaker Stain 06 (Light Pink),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-07,Matchmaker Stain 07 (Blue),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-08,Matchmaker Stain 08 (Grey),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-09,Matchmaker Stain 09 (Dark Pink),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-10,Matchmaker Stain 10 (Blue Pink),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-11,Matchmaker Stain 11 (Violet),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-A,Matchmaker Stain A,Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-B,Matchmaker Stain B,Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-C,Matchmaker Stain C,Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-0086-D,Matchmaker Stain D,Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,DSD-STAIN,exact_unique,false,,材料,染液色料,染液 - 外染
DSD-STAIN-01,Matchmaker Stain 01 (White),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-02,Matchmaker Stain 02 (Light Yellow),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-03,Matchmaker Stain 03 (Yellow),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-04,Matchmaker Stain 04 (Oramge),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-05,Matchmaker Stain 05 (Ochre)黃土色,Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-06,Matchmaker Stain 06 (Mid Red Brn),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-07,Matchmaker Stain 07 (Red Brown),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-08,Matchmaker Stain 08 (Black),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-09,Matchmaker Stain 09 (Yellow Olive),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-10,Matchmaker Stain 10 (Brown Olive),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-11,Matchmaker Stain 11 (Brown Grey),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-12,Matchmaker Stain 12 (Dark Brown Grey),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-13,Matchmaker Stain 13 (Grey),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-14,Matchmaker Stain 14 (Pink),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-15,Matchmaker Stain 15 (Blue),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-16,Matchmaker Stain 16 (Light Blue),Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
DSD-STAIN-SET,Matchmaker Stain SET,Davis Schottlander,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 外染
DSD-TA3-50,Matchmaker Dentine TA3/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-TCO0-50,Matchmaker Enamel Ultra Clear/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-TCO1-15,Matchmaker Enamel Clear/15g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-TCO1-250,Matchmaker MC Enamel Clear/250g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-TCO1-50,Matchmaker Enamel Clear/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-TCO2-250,Matchmaker MC Enamel Neutral/250g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-TCO2-50,Matchmaker Enamel Neutral/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-TE8-50,Matchmaker Enamel TE8/50g,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-01,ZR Modelling Liquid (60ml),Davis Schottlander,lab-production,process-liquid,consumable,approved_rule,legacy_category_rule,,unmatched,false,,藥液,輔助工具,專用液 / 藥劑
DSD-ZR-02,ZR Stain Luquid 15ml,Davis Schottlander,lab-production,process-liquid,consumable,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-03-A2,Matchmaker ZR A2 Kit,Davis Schottlander,lab-production,wax-pressing-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,蠟 / 壓鑄材
DSD-ZR-03-A3,Matchmaker ZR A3 Kit,Davis Schottlander,lab-production,wax-pressing-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,蠟 / 壓鑄材
DSD-ZR-04,Matchmaker ZR 15g/Kit(全色系),Davis Schottlander,lab-production,wax-pressing-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,蠟 / 壓鑄材
DSD-ZR-04-1,Matchmaker ZR 15g,Davis Schottlander,lab-production,wax-pressing-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,蠟 / 壓鑄材
DSD-ZR-05,ZR Glaze 10g,Davis Schottlander,color-characterization,glaze-material,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,釉材
DSD-ZR-06,ZR Stain Kit,Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-07,ZR Bleach Shade Kit(美白色系),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-08,Matchmaker ZR Essontials Kit(常用色系),Davis Schottlander,lab-production,wax-pressing-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,蠟 / 壓鑄材
DSD-ZR-21-A2,Press ZR A2 瓷錠,Davis Schottlander,lab-production,wax-pressing-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,蠟 / 壓鑄材
DSD-ZR-21-A3,Press ZR A3 瓷錠,Davis Schottlander,lab-production,wax-pressing-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,蠟 / 壓鑄材
DSD-ZR-A1,ZR Dentin A1 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-A2,ZR Dentin A2 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-A2-50,ZR Dentin A2 (50g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-A3,ZR Detin A3 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-A3-50,ZR Dentin A3 (50g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-A3.5,ZR Dentin A3.5(15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-A3.5-50,ZR Dentin A3.5 (50g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-A4,ZR Dentin A4(15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-B1,ZR Detin B1 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-B2,ZR Detin B2 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-B3,ZR Detin B3 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-B4,ZR Detin B4 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-C1,ZR Dentine C1 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-C2,ZR Dentine C2 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-C3,ZR Dentine C3 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-C4,ZR Dentine C4 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-CT1,ZR Col Tran CT1 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-CT2,ZR Col Tran CT2 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-CT3,ZR Col Tran CT3 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-CT4,ZR Col Tran CT4 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-CT5,ZR Col Tran CT5 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-CT7,ZR Col Tran CT7 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-D2,ZR Dentine D2 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-D3,ZR Dentine D3 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-D4,ZR Dentine D4 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-E10,ZR Emamel E10 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-E6,ZR Emamel E6 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-E7,ZR Emamel E7 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-E8,ZR Emamel E8 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-E8-50,ZR Emamel E8 (50g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-E9,ZR Emamel E9 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-E9-50,ZR Emamel E9 (50g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-FL1,ZR Liner FL1 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-FL2,ZR Liner FL2 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-FL3,ZR Liner FL3(15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-FN,ZR Fluorescent Nertral (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-G1,ZR Gingival G1 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-G2,ZR Gingival G2 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
DSD-ZR-HA0,ZR Dentine HA0 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-HB0,ZR Dentine HB0 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-HB00,ZR Dentine HB00 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
DSD-ZR-M2,ZR Mamelon M2 (15g),Davis Schottlander,fixed-restorative,ceramic-material,material,approved_rule,researched_sku_rule,,unmatched,false,,材料,材料,其他材料
