skuCode,name,brand,businessCategory,functionCategory,productKind,classificationStatus,classificationMethod,seriesId,seriesMatch,reviewRequired,reviewReasons,legacyProductType,legacyMainCategory,legacyCategory
BS-14-2,Artamic Stain/Glaze (Orange).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-21,Artamic Stain/Glaze (Light Pink).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-21-3D,Artamic Stain/Glaze (3D Light Pink).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-22,Artamic Stain/Glaze (Orange Pink).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-22-3D,Artamic Stain/Glaze (3D Orange Pink).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-23,Artamic Stain/Glaze (Reddish Brown).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-25,Artamic Stain/Glaze (Blending Liquid) 20ml,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-26,Artamic Stain/Glaze (Translucent Glaze),貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-3,Artamic Stain/Glaze (White).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-4,Artamic Stain/Glaze (Black).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-5,Artamic Stain/Glaze (Red).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-6,Artamic Stain/Glaze (Brown).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-7,Artamic Stain/Glaze (Pink).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-8,Artamic Stain/Glaze (Blue).4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-14-9,Artamic Stain/Glaze (Purple Grey ) .4g,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-15,Artamic Starter Kit,貝施美,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
BS-16,BSM 燒結膏(10ml),貝施美,lab-production,process-liquid,consumable,approved_rule,legacy_category_rule,,unmatched,false,,藥液,輔助工具,專用液 / 藥劑
BS-17,氧化鋯助粘劑套裝,貝施美,lab-production,process-liquid,consumable,approved_rule,legacy_category_rule,,unmatched,false,,藥液,輔助工具,專用液 / 藥劑
BS-18,Artamic+Gum Shade Guide 比色板,貝施美,color-characterization,shade-guide,durable_tool,approved_rule,legacy_category_rule,,unmatched,false,,材料,輔助工具,比色板
BS-19,Zirconia palette set 調色盤,貝施美,color-characterization,shade-guide,durable_tool,approved_rule,legacy_category_rule,,unmatched,false,,工具,輔助工具,比色板
BS-19-2,瓷粉試用組,貝施美,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
BS-20,內染液 03 Vanilla 20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-01,內染液 01 Orange 20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-02,內染液 02 Brown 20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-G1,內染液 G1 Pink 20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-G2,內染液 G2 RED 20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-G3,內染液 G3 Violet 20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-P1,內染液 P1 Sunrise  20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-P2,內染液 P2 Sunset 20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-P3,內染液 P3 Olive  20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-TO,內染液 TO1 (切端透明)20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-TO2,內染液 TO2 切端藍色 (20ml),貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-TO3,內染液 TO3 切端灰色(20ml),貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-TO4,內染液 TO4 切端色(20ml),貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-TOB,內染液 TOB 20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-TOG,內染液 TOG 20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-V1,V1:Opaque 遮色液(white),貝施美,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
BS-20-V1-1,V1:Opaque 遮色液(yellow),貝施美,fixed-restorative,ceramic-material,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,瓷粉 / 陶瓷
BS-20-V2,內染液 V2 Gery 20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-20-V3,內染液 V3 Blue 20ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-21,Artamic  Gingive Stain Glaze Kit,貝施美,color-characterization,external-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 外染
BS-400DW,BM-400DW 五軸乾濕兩用車機,貝施美,digital-manufacturing,milling-machine,equipment,approved_rule,legacy_category_rule,,unmatched,false,,設備,設備,車機 / 研磨機
BS-400DW-01,400DW玻璃陶瓷車針1L,貝施美,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,BS-BUR,exact_unique,false,,耗材,耗材,車針 / 鑽針
BS-400DW-02,400DW玻璃陶瓷車針2.5,貝施美,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,BS-BUR,exact_unique,false,,耗材,耗材,車針 / 鑽針
BS-400DW-03,400DW玻璃陶瓷車針0.6,貝施美,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,BS-BUR,exact_unique,false,,耗材,耗材,車針 / 鑽針
BS-400DW-11,400DW 金屬車針1L,貝施美,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,BS-BUR,exact_unique,false,,材料,耗材,車針 / 鑽針
BS-400DW-12,400DW 金屬車針2L,貝施美,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,BS-BUR,exact_unique,false,,材料,耗材,車針 / 鑽針
BS-400DW-13,400DW 金屬車針3L,貝施美,lab-production,bur-drill,consumable,approved_rule,legacy_category_rule,BS-BUR,exact_unique,false,,材料,耗材,車針 / 鑽針
BS-420W,BM-420W 四軸濕式車機,貝施美,digital-manufacturing,milling-machine,equipment,approved_rule,legacy_category_rule,,unmatched,false,,設備,設備,車機 / 研磨機
BS-50-01,內染液 SHT  Standard(16色/組),貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-02,內染液 SHT 3D Master(26色/組),貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,染液色料,染液 - 內染
BS-50-1M1,內染液 SHT-1M1 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-1M2,內染液 SHT-1M2 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-2L1.5,內染液 SHT-2L1.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-2L2.5,內染液 SHT-2L2.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-2M1,內染液 SHT-2M1 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-2M2,內染液 SHT-2M2 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-2M3,內染液 SHT-2M3 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-2R1.5,內染液 SHT-2R1.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-2R2.5,內染液 SHT-2R2.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-3L1.5,內染液 SHT-3L1.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-3L2.5,內染液 SHT-3L2.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-3M1,內染液 SHT-3M1 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-3M2,內染液 SHT-3M2 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-3M3,內染液 SHT-3M3 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-3R1.5,內染液 SHT-3R1.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-3R2.5,內染液 SHT-3R2.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-4L1.5,內染液 SHT-4L1.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-4L2.5,內染液 SHT-4L2.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-4M1,內染液 SHT-4M1 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-4M2,內染液 SHT-4M2 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-4M3,內染液 SHT-4M3 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-4R1.5,內染液 SHT-4R1.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-4R2.5,內染液 SHT-4R2.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-5M1,內染液 SHT-5M1 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-5M2,內染液 SHT-5M2 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-5M3,內染液 SHT-5M3 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-A1,內染液 SHT-A1 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-A2,內染液 SHT-A2 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-A3,內染液 SHT-A3 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-A3.5,內染液 SHT-A3.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-A4,內染液 SHT-A4 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-B1,內染液 SHT-B1 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-B2,內染液 SHT-B2 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-B3,內染液 SHT-B3 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-B4,內染液 SHT-B4 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-C1,內染液 SHT-C1 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-C2,內染液 SHT-C2 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-C3,內染液 SHT-C3 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-C4,內染液 SHT-C4 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-D2,內染液 SHT-D2 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-D3,內染液 SHT-D3 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-SHT-D4,內染液 SHT-D4 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-ST-A1,內染液 ST-A1 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-ST-A2,內染液 ST-A2 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-ST-A3,內染液 ST-A3 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-ST-A3.5,內染液 ST-A3.5 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
BS-50-ST-A4,內染液 ST-A4 50ml,貝施美,color-characterization,internal-stain,material,approved_rule,legacy_category_rule,,unmatched,false,,藥液,染液色料,染液 - 內染
